,Jak Pan/Pani ocenia wygodę jazdy pojazdami komunikacji zbiorowej?,Jak Pan/Pani ocenia punktualność komunikacji zbiorowej we Wrocławiu?,Jak ocenia Pan/Pani efekty dotychczasowych działań związanych z rozbudową systemu rowerowego we Wrocławiu (dróg i parkingów rowerowych)?,PIESZO Niekorzystne ustawienia sygnalizacji świetlnej,PIESZO Brak chodników i konieczność poruszania się jezdnią/poboczem/wydeptaną ścieżką,PIESZO Zły stan nawierzchni chodników,PIESZO Zastawianie chodników przez parkujące samochody,PIESZO Niebezpieczne zachowania kierowców,PIESZO Zagrożenie ze strony rowerzystów poruszających się chodnikami,PIESZO Zbyt wysokie krawężniki,PIESZO Brak bieżącego utrzymania czystości/odśnieżania,PIESZO Niewystarczająca liczba przejść dla pieszych,"PIESZO Brak miejsc wypoczynku na trasie dojścia (np. ławki, zieleń)",PIESZO Uciążliwy ruch kołowy,PIESZO Niewłaściwe oświetlenie ciągów pieszych,Liczba osób w gospodarstwie domowym [ogółem],Liczba osób w gospodarstwie domowym [powyżej 6 roku życia],Liczba rowerów w gosp. dom.,Przedział wiekowy,Płeć,Kondycja fizyczna,Opieka nad innymi osobami,Posiadanie prawa jazdy kat. B,Posiadanie biletu okresowego,Posiadanie ulgi na przejazd komunikację zbiorową,ŹRÓDŁO Z jakiego miejsca,ŹRÓDŁO Nr rejonu,CEL Do jakiego miejsca,CEL Nr rejonu,Pora dnia (godzina),Motywacje (skąd-dokąd),Środek transportu grupa,Liczba aut w gosp. dom.,Przebyta odległość,age_sex_comb,CEL_dom,CEL_inne,CEL_praca,CEL_szkoła,CEL_uczelnia
124,3,2,3,1,0,1,0,0,0,0,0,0,0,1,0,2.0,2.0,1.0,4,1,1,0,0,0,0.0,dom,117.0,inne,120.0,3,dom-Inne,pieszo,0.0,486.32735403418565,45-60_K,0,1,0,0,0
125,3,2,3,1,0,1,0,0,0,0,0,0,0,1,0,2.0,2.0,1.0,4,1,1,0,0,0,0.0,Inne,120.0,dom,117.0,3,Inne-dom,pieszo,0.0,486.32735403418565,45-60_K,1,0,0,0,0
126,2,3,3,0,0,1,1,0,0,0,1,0,0,0,0,3.0,3.0,1.0,3,0,1,1,1,0,0.0,dom,121.0,praca,174.0,1,dom-praca,komunikacja samochodowa,1.0,4226.633447053519,25-44_M,0,0,1,0,0
127,2,3,3,0,0,1,1,0,0,0,1,0,0,0,0,3.0,3.0,1.0,3,0,1,1,1,0,0.0,praca,174.0,dom,121.0,3,praca-dom,komunikacja samochodowa,1.0,4226.633447053519,25-44_M,1,0,0,0,0
128,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,1,1,0,1,1,0.0,dom,36.0,inne,18.0,2,dom-Inne,komunikacja samochodowa,1.0,1765.0631699278586,45-60_K,0,1,0,0,0
129,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,1,1,0,1,1,0.0,Inne,18.0,dom,36.0,2,Inne-dom,komunikacja zbiorowa,1.0,1765.0631699278586,45-60_K,1,0,0,0,0
130,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,0,1,0,1,1,0.0,dom,36.0,inne,18.0,2,dom-Inne,komunikacja samochodowa,1.0,1765.0631699278586,45-65_M,0,1,0,0,0
131,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,0,1,0,1,1,0.0,Inne,18.0,dom,36.0,2,Inne-dom,komunikacja samochodowa,1.0,1765.0631699278586,45-65_M,1,0,0,0,0
132,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,1,1,1,0,1,1,0.5,dom,36.0,uczelnia,3.0,2,dom-uczelnia,komunikacja zbiorowa,2.0,1224.0998778711596,16-19_K,0,0,0,0,1
133,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,1,1,1,0,1,1,0.5,uczelnia,3.0,dom,36.0,3,uczelnia-dom,komunikacja zbiorowa,2.0,1224.0998778711596,16-19_K,1,0,0,0,0
134,3,3,4,0,0,1,0,0,1,0,0,1,0,0,0,3.0,3.0,1.0,2,1,1,0,1,1,0.5,dom,36.0,uczelnia,30.0,1,dom-uczelnia,komunikacja zbiorowa,0.0,1672.448210801532,20-24_K,0,0,0,0,1
135,3,3,4,0,0,1,0,0,1,0,0,1,0,0,0,3.0,3.0,1.0,2,1,1,0,1,1,0.5,uczelnia,30.0,dom,36.0,3,uczelnia-dom,komunikacja zbiorowa,0.0,1672.448210801532,20-24_K,1,0,0,0,0
136,2,2,4,1,0,0,0,0,1,0,0,1,0,0,0,4.0,4.0,1.0,2,1,1,0,0,1,0.0,dom,36.0,praca,1.0,1,dom-praca,komunikacja zbiorowa,2.0,1778.4842245795896,20-24_K,0,0,1,0,0
137,2,2,4,1,0,0,0,0,1,0,0,1,0,0,0,4.0,4.0,1.0,2,1,1,0,0,1,0.0,praca,1.0,dom,36.0,3,praca-dom,komunikacja zbiorowa,2.0,1778.4842245795896,20-24_K,1,0,0,0,0
138,3,3,4,1,0,0,0,0,1,0,0,1,0,0,0,4.0,4.0,1.0,4,1,1,0,1,0,0.0,dom,36.0,inne,342.0,2,dom-Inne,pieszo,2.0,608.9468399083383,45-60_K,0,1,0,0,0
139,3,3,4,1,0,0,0,0,1,0,0,1,0,0,0,4.0,4.0,1.0,4,1,1,0,1,0,0.0,Inne,342.0,dom,36.0,2,Inne-dom,pieszo,2.0,608.9468399083383,45-60_K,1,0,0,0,0
140,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,2,1,1,0,1,0,0.5,dom,36.0,uczelnia,28.0,1,dom-uczelnia,komunikacja zbiorowa,0.0,2019.6861372532187,20-24_K,0,0,0,0,1
141,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,2,1,1,0,1,0,0.5,uczelnia,28.0,dom,36.0,2,uczelnia-dom,komunikacja zbiorowa,0.0,2019.6861372532187,20-24_K,1,0,0,0,0
142,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,0,1,0,1,0,0.0,dom,36.0,praca,52.0,3,dom-praca,komunikacja samochodowa,2.0,3499.461501756552,25-44_M,0,0,1,0,0
143,4,3,3,0,0,0,0,0,1,0,0,1,0,0,0,5.0,4.0,2.0,3,1,1,1,0,1,0.0,dom,36.0,inne,35.0,1,dom-Inne,pieszo,1.0,544.2770453417194,25-44_K,0,1,0,0,0
144,4,3,3,0,0,0,0,0,1,0,0,1,0,0,0,5.0,4.0,2.0,3,1,1,1,0,1,0.0,Inne,35.0,dom,36.0,1,Inne-dom,pieszo,1.0,544.2770453417194,25-44_K,1,0,0,0,0
145,4,3,3,0,0,0,0,0,1,0,0,1,0,0,0,5.0,4.0,2.0,3,1,1,1,0,1,0.0,dom,36.0,inne,35.0,3,dom-Inne,pieszo,1.0,544.2770453417194,25-44_K,0,1,0,0,0
146,4,3,3,0,0,0,0,0,1,0,0,1,0,0,0,5.0,4.0,2.0,3,1,1,1,0,1,0.0,Inne,35.0,dom,36.0,3,Inne-dom,pieszo,1.0,544.2770453417194,25-44_K,1,0,0,0,0
147,3,3,3,0,0,1,0,0,0,1,0,0,0,0,0,2.0,2.0,1.0,5,1,1,0,0,1,0.5,dom,36.0,inne,139.0,1,dom-Inne,komunikacja samochodowa,1.0,5547.33206135793,61-x_K,0,1,0,0,0
148,3,3,3,0,0,1,0,0,0,1,0,0,0,0,0,2.0,2.0,1.0,5,1,1,0,0,1,0.5,Inne,139.0,dom,36.0,2,Inne-dom,komunikacja samochodowa,1.0,5547.33206135793,61-x_K,1,0,0,0,0
149,3,3,3,0,0,1,0,0,0,1,0,0,0,0,0,2.0,2.0,1.0,5,1,1,0,0,1,0.5,dom,36.0,inne,196.0,2,dom-Inne,komunikacja zbiorowa,1.0,6892.8755327182325,61-x_K,0,1,0,0,0
150,3,3,3,0,0,1,0,0,0,1,0,0,0,0,0,2.0,2.0,1.0,5,1,1,0,0,1,0.5,Inne,196.0,dom,36.0,3,Inne-dom,komunikacja zbiorowa,1.0,6892.8755327182325,61-x_K,1,0,0,0,0
151,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1.0,5,0,1,0,1,0,0.5,dom,36.0,inne,139.0,1,dom-Inne,komunikacja samochodowa,1.0,5547.33206135793,66-x_M,0,1,0,0,0
152,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1.0,5,0,1,0,1,0,0.5,Inne,139.0,dom,36.0,2,Inne-dom,komunikacja samochodowa,1.0,5547.33206135793,66-x_M,1,0,0,0,0
153,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,2,0,1,0,1,0,0.0,dom,36.0,praca,91.0,1,dom-praca,rower,1.0,1564.1877247905697,20-24_M,0,0,1,0,0
154,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,2,0,1,0,1,0,0.0,praca,91.0,dom,36.0,3,praca-dom,rower,1.0,1564.1877247905697,20-24_M,1,0,0,0,0
155,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,1,0,0,0,1,0.5,dom,36.0,inne,56.0,2,dom-Inne,komunikacja zbiorowa,0.0,4756.834710331532,45-60_K,0,1,0,0,0
156,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,1,0,0,0,1,0.5,Inne,56.0,dom,36.0,3,Inne-dom,komunikacja zbiorowa,0.0,4756.834710331532,45-60_K,1,0,0,0,0
157,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,4,0,1,0,1,0,0.5,dom,36.0,praca,89.0,1,dom-praca,komunikacja samochodowa,3.0,1327.3605777272714,45-65_M,0,0,1,0,0
158,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,4,0,1,0,1,0,0.5,praca,89.0,dom,36.0,3,praca-dom,komunikacja samochodowa,3.0,1327.3605777272714,45-65_M,1,0,0,0,0
159,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,4,1,1,0,0,0,0.0,dom,36.0,praca,30.0,1,dom-praca,pieszo,1.0,1672.448210801532,45-60_K,0,0,1,0,0
160,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,4,1,1,0,0,0,0.0,praca,30.0,dom,36.0,3,praca-dom,pieszo,1.0,1672.448210801532,45-60_K,1,0,0,0,0
161,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,0,1,0,0.5,dom,36.0,uczelnia,27.0,1,dom-uczelnia,pieszo,0.0,1424.2770884610443,20-24_M,0,0,0,0,1
162,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,0,1,0,0.5,uczelnia,27.0,dom,36.0,3,uczelnia-dom,pieszo,0.0,1424.2770884610443,20-24_M,1,0,0,0,0
163,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,3.0,2.0,1.0,3,1,1,1,0,0,0.0,dom,36.0,praca,305.0,1,dom-praca,komunikacja zbiorowa,1.0,7055.669690888885,25-44_K,0,0,1,0,0
164,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,2,0,1,0,1,1,0.5,dom,57.0,uczelnia,28.0,1,dom-uczelnia,komunikacja zbiorowa,0.0,4367.858107467881,20-24_M,0,0,0,0,1
165,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,3.0,2.0,1.0,3,0,1,1,1,0,0.0,dom,36.0,praca,1.0,1,dom-praca,komunikacja zbiorowa,1.0,1778.4842245795896,25-44_M,0,0,1,0,0
166,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,3.0,2.0,1.0,3,0,1,1,1,0,0.0,praca,1.0,dom,36.0,3,praca-dom,komunikacja zbiorowa,1.0,1778.4842245795896,25-44_M,1,0,0,0,0
167,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,3.0,3.0,2.0,1,1,1,0,0,1,0.5,dom,36.0,szkoła,40.0,1,dom-szkoła,komunikacja zbiorowa,1.0,1205.128480764775,16-19_K,0,0,0,1,0
168,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,3.0,3.0,2.0,1,1,1,0,0,1,0.5,szkoła,40.0,dom,36.0,3,szkoła-dom,komunikacja zbiorowa,1.0,1205.128480764775,16-19_K,1,0,0,0,0
169,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,1,1,0,0.0,dom,36.0,praca,35.0,1,dom-praca,pieszo,1.0,544.2770453417194,45-60_K,0,0,1,0,0
170,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,1,1,0,0.0,praca,35.0,dom,36.0,3,praca-dom,komunikacja samochodowa,1.0,544.2770453417194,45-60_K,1,0,0,0,0
171,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,0,1,1,1,0,0.0,dom,36.0,praca,35.0,1,dom-praca,komunikacja samochodowa,1.0,544.2770453417194,45-65_M,0,0,1,0,0
172,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,0,1,1,1,0,0.0,praca,35.0,dom,36.0,3,praca-dom,komunikacja samochodowa,1.0,544.2770453417194,45-65_M,1,0,0,0,0
173,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1.0,2,0,1,0,1,1,0.0,dom,36.0,praca,120.0,1,dom-praca,komunikacja zbiorowa,1.0,3958.0741867857028,20-24_M,0,0,1,0,0
174,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1.0,2,0,1,0,1,1,0.0,praca,120.0,dom,36.0,3,praca-dom,komunikacja zbiorowa,1.0,3958.0741867857028,20-24_M,1,0,0,0,0
175,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1.0,5,1,1,0,0,1,0.5,dom,36.0,praca,10.0,1,dom-praca,komunikacja zbiorowa,1.0,2517.0675503958955,61-x_K,0,0,1,0,0
176,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1.0,5,1,1,0,0,1,0.5,praca,10.0,dom,36.0,4,praca-dom,komunikacja zbiorowa,1.0,2517.0675503958955,61-x_K,1,0,0,0,0
178,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,5,1,1,0,0,0,0.5,dom,36.0,inne,342.0,2,dom-Inne,pieszo,0.0,608.9468399083383,61-x_K,0,1,0,0,0
179,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,5,1,1,0,0,0,0.5,Inne,342.0,dom,36.0,2,Inne-dom,pieszo,0.0,608.9468399083383,61-x_K,1,0,0,0,0
180,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.0,4.0,3.0,5,1,1,0,0,1,0.5,dom,85.0,praca,80.0,1,dom-praca,komunikacja samochodowa,0.0,2356.2068379000125,61-x_K,0,0,1,0,0
181,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.0,4.0,3.0,5,1,1,0,0,1,0.5,praca,80.0,dom,85.0,2,praca-dom,komunikacja samochodowa,0.0,2356.2068379000125,61-x_K,1,0,0,0,0
184,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,5,0,1,0,1,0,0.5,dom,85.0,inne,30.0,2,dom-Inne,komunikacja zbiorowa,0.0,3564.9102210638475,66-x_M,0,1,0,0,0
185,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,5,0,1,0,1,0,0.5,Inne,30.0,dom,85.0,4,Inne-dom,komunikacja zbiorowa,0.0,3564.9102210638475,66-x_M,1,0,0,0,0
186,2,2,4,0,0,0,0,1,1,0,0,0,0,0,0,4.0,2.0,5.0,3,0,0,1,1,0,0.0,dom,85.0,praca,142.0,1,dom-praca,komunikacja samochodowa,2.0,5614.78648289797,25-44_M,0,0,1,0,0
187,2,2,4,0,0,0,0,1,1,0,0,0,0,0,0,4.0,2.0,5.0,3,0,0,1,1,0,0.0,praca,142.0,praca,4.0,1,praca-praca,komunikacja samochodowa,2.0,3894.214458757776,25-44_M,0,0,1,0,0
188,2,2,4,0,0,0,0,1,1,0,0,0,0,0,0,4.0,2.0,5.0,3,0,0,1,1,0,0.0,praca,4.0,dom,85.0,2,praca-dom,komunikacja samochodowa,2.0,4913.379498090793,25-44_M,1,0,0,0,0
189,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,5.0,3,1,1,1,1,0,0.0,dom,85.0,praca,339.0,1,dom-praca,rower,2.0,5326.415800887505,25-44_K,0,0,1,0,0
190,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,5.0,3,1,1,1,1,0,0.0,praca,339.0,dom,85.0,3,praca-dom,rower,2.0,5326.415800887505,25-44_K,1,0,0,0,0
192,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,1,0,0,0,1.0,dom,35.0,inne,338.0,1,dom-Inne,komunikacja zbiorowa,0.0,3947.575866937981,61-x_K,0,1,0,0,0
193,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,1,0,0,0,1.0,Inne,338.0,dom,35.0,3,Inne-dom,komunikacja zbiorowa,0.0,3947.575866937981,61-x_K,1,0,0,0,0
194,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,dom,35.0,praca,100.0,2,dom-praca,komunikacja zbiorowa,0.0,1979.7491811011441,61-x_K,0,0,1,0,0
195,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,praca,100.0,dom,35.0,3,praca-dom,komunikacja zbiorowa,0.0,1979.7491811011441,61-x_K,1,0,0,0,0
200,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,dom,35.0,inne,91.0,1,dom-Inne,komunikacja zbiorowa,0.0,1311.472824597016,61-x_K,0,1,0,0,0
201,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,Inne,91.0,dom,35.0,2,Inne-dom,komunikacja zbiorowa,0.0,1311.472824597016,61-x_K,1,0,0,0,0
203,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,3,0,1,0,1,0,0.0,dom,35.0,praca,175.0,1,dom-praca,komunikacja samochodowa,2.0,7136.689357031928,25-44_M,0,0,1,0,0
204,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,3,0,1,0,1,0,0.0,praca,175.0,dom,35.0,3,praca-dom,komunikacja samochodowa,2.0,7136.689357031928,25-44_M,1,0,0,0,0
205,4,4,3,0,0,0,0,0,0,0,0,1,0,0,0,3.0,3.0,1.0,3,1,1,0,1,0,0.0,dom,35.0,praca,92.0,1,dom-praca,komunikacja samochodowa,2.0,1896.4100281069275,25-44_K,0,0,1,0,0
206,4,4,3,0,0,0,0,0,0,0,0,1,0,0,0,3.0,3.0,1.0,3,1,1,0,1,0,0.0,praca,92.0,dom,35.0,3,praca-dom,komunikacja samochodowa,2.0,1896.4100281069275,25-44_K,1,0,0,0,0
207,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,5.0,3,0,1,0,1,0,0.0,dom,34.0,praca,89.0,1,dom-praca,komunikacja samochodowa,3.0,1711.754677454955,25-44_M,0,0,1,0,0
208,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,5.0,3,0,1,0,1,0,0.0,praca,89.0,dom,34.0,3,praca-dom,komunikacja samochodowa,3.0,1711.754677454955,25-44_M,1,0,0,0,0
209,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,4.0,4.0,5.0,3,1,1,0,1,1,0.0,dom,34.0,praca,91.0,1,dom-praca,komunikacja samochodowa,3.0,834.6862735180499,25-44_K,0,0,1,0,0
210,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,4.0,4.0,5.0,3,1,1,0,1,1,0.0,praca,91.0,dom,34.0,3,praca-dom,komunikacja samochodowa,3.0,834.6862735180499,25-44_K,1,0,0,0,0
211,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,1,1,1,0,0,1,0.5,dom,34.0,szkoła,36.0,1,dom-szkoła,pieszo,3.0,745.8308837525484,16-19_K,0,0,0,1,0
212,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,1,1,1,0,0,1,0.5,szkoła,36.0,dom,34.0,3,szkoła-dom,pieszo,3.0,745.8308837525484,16-19_K,1,0,0,0,0
213,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,0,0,1,0,0,1,0.5,dom,34.0,szkoła,34.0,1,dom-szkoła,pieszo,3.0,0.0,6-15_M,0,0,0,1,0
214,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,0,0,1,0,0,1,0.5,szkoła,34.0,dom,34.0,3,szkoła-dom,pieszo,3.0,0.0,6-15_M,1,0,0,0,0
215,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,0,0,0,1,0,1.0,dom,35.0,inne,333.0,1,dom-Inne,komunikacja zbiorowa,0.0,2423.654947992799,66-x_M,0,1,0,0,0
216,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,0,0,0,1,0,1.0,Inne,333.0,dom,35.0,2,Inne-dom,komunikacja zbiorowa,0.0,2423.654947992799,66-x_M,1,0,0,0,0
217,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,5,0,1,0,1,0,0.5,dom,35.0,inne,60.0,1,dom-Inne,komunikacja zbiorowa,2.0,3946.1269440745436,66-x_M,0,1,0,0,0
218,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,5,0,1,0,1,0,0.5,Inne,60.0,inne,60.0,2,Inne-Inne,komunikacja samochodowa,2.0,0.0,66-x_M,0,1,0,0,0
219,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,4,1,1,0,1,0,0.0,dom,35.0,inne,60.0,1,dom-Inne,komunikacja zbiorowa,2.0,3946.1269440745436,45-60_K,0,1,0,0,0
222,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,4,1,1,0,1,0,0.0,Inne,60.0,dom,35.0,3,Inne-dom,komunikacja samochodowa,2.0,3946.1269440745436,45-60_K,1,0,0,0,0
225,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,4,1,1,0,1,0,0.0,Inne,66.0,dom,35.0,4,Inne-dom,komunikacja samochodowa,2.0,4126.833971413565,45-60_K,1,0,0,0,0
228,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,0,1,0,0.0,dom,35.0,inne,24.0,1,dom-Inne,komunikacja zbiorowa,2.0,3365.4633625123056,45-60_K,0,1,0,0,0
229,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,0,1,0,0.0,Inne,24.0,dom,35.0,2,Inne-dom,komunikacja zbiorowa,2.0,3365.4633625123056,45-60_K,1,0,0,0,0
232,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,0,1,0,1,1,0.5,dom,35.0,uczelnia,71.0,1,dom-uczelnia,rower,0.0,2121.855833301975,20-24_M,0,0,0,0,1
233,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,0,1,0,1,1,0.5,uczelnia,71.0,dom,35.0,2,uczelnia-dom,rower,0.0,2121.855833301975,20-24_M,1,0,0,0,0
234,4,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,0,1,0,1,1,0.5,dom,35.0,uczelnia,71.0,1,dom-uczelnia,komunikacja zbiorowa,0.0,2121.855833301975,20-24_M,0,0,0,0,1
235,4,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,0,1,0,1,1,0.5,uczelnia,71.0,dom,35.0,2,uczelnia-dom,komunikacja zbiorowa,0.0,2121.855833301975,20-24_M,1,0,0,0,0
236,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,1,1,0,1,1,0.5,dom,35.0,uczelnia,29.0,1,dom-uczelnia,komunikacja zbiorowa,0.0,1660.597580976759,20-24_K,0,0,0,0,1
237,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,1,1,0,1,1,0.5,uczelnia,29.0,dom,35.0,3,uczelnia-dom,komunikacja zbiorowa,0.0,1660.597580976759,20-24_K,1,0,0,0,0
238,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,5,1,1,0,0,0,0.5,dom,35.0,inne,344.0,1,dom-Inne,komunikacja zbiorowa,1.0,1611.7094627777067,61-x_K,0,1,0,0,0
239,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,5,1,1,0,0,0,0.5,Inne,344.0,dom,35.0,2,Inne-dom,komunikacja zbiorowa,1.0,1611.7094627777067,61-x_K,1,0,0,0,0
240,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,5.0,5.0,2.0,3,1,1,0,0,0,0.0,dom,35.0,praca,1.0,1,dom-praca,komunikacja zbiorowa,1.0,1957.4620081127234,25-44_K,0,0,1,0,0
241,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,5.0,5.0,2.0,3,1,1,0,0,0,0.0,praca,1.0,dom,35.0,3,praca-dom,komunikacja zbiorowa,1.0,1957.4620081127234,25-44_K,1,0,0,0,0
242,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,5.0,5.0,2.0,3,0,1,0,0,1,0.0,dom,35.0,praca,4.0,1,dom-praca,komunikacja zbiorowa,1.0,1711.4230625884843,25-44_M,0,0,1,0,0
243,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,5.0,5.0,2.0,3,0,1,0,0,1,0.0,praca,4.0,dom,35.0,4,praca-dom,komunikacja zbiorowa,1.0,1711.4230625884843,25-44_M,1,0,0,0,0
244,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,5.0,5.0,2.0,0,1,1,0,0,0,0.5,dom,35.0,szkoła,35.0,1,dom-szkoła,pieszo,1.0,0.0,6-15_K,0,0,0,1,0
245,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,5.0,5.0,2.0,0,1,1,0,0,0,0.5,szkoła,35.0,dom,35.0,3,szkoła-dom,pieszo,1.0,0.0,6-15_K,1,0,0,0,0
246,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,0,1,0,1,0,0.0,dom,35.0,inne,343.0,1,dom-Inne,komunikacja samochodowa,1.0,1189.4536848674657,45-65_M,0,1,0,0,0
247,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,0,1,0,1,0,0.0,Inne,343.0,dom,35.0,1,Inne-dom,komunikacja samochodowa,1.0,1189.4536848674657,45-65_M,1,0,0,0,0
248,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,0,1,0,1,0,0.0,dom,35.0,inne,294.0,2,dom-Inne,komunikacja samochodowa,1.0,8116.242956359671,45-65_M,0,1,0,0,0
